OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20210826-1-FLASH	2	20210826_BOTTOM_1_0002_0001.mp4	8491	20210826_TOP_1_0002_0001.mp4	11150	22.36095	PCPREF10	1.64692	780.23553	23.00461	8.34433	4154.18271	9.16926	82.51491	62.18773	195.99767	632.29489	-4101.10011	Serranidae	Plectropomus	spp		1	AD	Passing			
20210826-1-FLASH	7	20210826_BOTTOM_1_0002_0001.mp4	68279	20210826_TOP_1_0002_0001.mp4	70938	38.98534	PCPREF15	0.08286	363.44090	19.69592	13.70375	5653.29274	18.94171	74.12363	82.51818	-1530.23773	1012.88727	-5347.16286	Pomacanthidae	Pomacanthus	semicirculatus	37365080	1	AD	Passing			
20210826-1-FLASH	8	20210826_BOTTOM_1_0002_0001.mp4	68438	20210826_TOP_1_0002_0001.mp4	71097	39.02955	PCPREF15	0.12707	489.27243	2.02170	6.58844	2121.43835	1.33284	7.60752	73.84760	48.07497	11.12554	-2120.86437	Glaucosomatidae	Glaucosoma	buergeri	37320001	1	AD	Passing			
20210826-1-FLASH	9	20210826_BOTTOM_1_0002_0001.mp4	68535	20210826_TOP_1_0002_0001.mp4	71194	39.05652	PCPREF15	0.15404	423.01247	41.40732	0.88120	5483.72699	27.75649	80.71652	65.13976	-843.23794	2410.62457	-4852.74156	Pomacanthidae	Pomacanthus	semicirculatus	37365080	1	AD	Passing			
20210826-1-FLASH	11	20210826_BOTTOM_1_0002_0001.mp4	70703	20210826_TOP_1_0003_0001.mp4	1434	39.65934	PCPREF15	0.75687	464.57486	36.63197	4.04484	6156.05336	23.16192	37.83902	67.53907	-1679.29562	-1744.41456	-5659.85662	Haemulidae	Diagramma	pictum	37350003	1	AD	Passing			
20210826-1-FLASH	13	20210826_BOTTOM_1_0002_0001.mp4	70784	20210826_TOP_1_0003_0001.mp4	1515	39.68186	PCPREF15	0.77939	331.23365	21.35031	12.70600	4468.25219	14.99919	49.57776	65.32046	109.48140	1151.21375	-4316.01650	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210826-1-FLASH	14	20210826_BOTTOM_1_0002_0001.mp4	70997	20210826_TOP_1_0003_0001.mp4	1728	39.74109	PCPREF15	0.83862	266.03563	8.62179	7.58254	2849.14401	4.74765	59.50164	64.86508	235.69045	-7.70102	-2839.36830	Lutjanidae	Lutjanus	vitta	37346003	1	AD	Passing			
20210826-1-FLASH	15	20210826_BOTTOM_1_0002_0001.mp4	70997	20210826_TOP_1_0003_0001.mp4	1728	39.74109	PCPREF15	0.83862	290.31373	24.69913	9.66164	3572.76360	15.16519	65.10746	35.99859	717.57338	598.87378	-3448.34430	Lutjanidae	Lutjanus	vitta	37346003	1	AD	Passing			
20210826-1-FLASH	16	20210826_BOTTOM_1_0002_0001.mp4	70997	20210826_TOP_1_0003_0001.mp4	1728	39.74109	PCPREF15	0.83862	231.50145	12.47958	9.46457	3852.63003	17.78807	89.89878	82.53435	445.31490	1089.47088	-3668.44735	Lutjanidae	Lutjanus	vitta	37346003	1	AD	Passing			
20210826-1-FLASH	17	20210826_BOTTOM_1_0002_0001.mp4	70997	20210826_TOP_1_0003_0001.mp4	1728	39.74109	PCPREF15	0.83862	277.06734	12.77865	16.24708	3942.92237	12.41095	69.83199	72.50996	743.22189	407.11545	-3850.78110	Lutjanidae	Lutjanus	vitta	37346003	1	AD	Passing			
20210826-1-FLASH	18	20210826_BOTTOM_1_0002_0001.mp4	71357	20210826_TOP_1_0003_0001.mp4	2088	39.84119	PCPREF15	0.93872	178.32333	7.64677	9.97070	2481.02437	20.05425	64.06167	66.87562	101.86180	844.64741	-2330.59581	Chaetodontidae	Heniochus	acuminatus	37365011	1	AD	Passing			
20210826-1-FLASH	20	20210826_BOTTOM_1_0002_0001.mp4	71376	20210826_TOP_1_0003_0001.mp4	2107	39.84647	PCPREF15	0.94400	176.70083	10.27249	8.55895	2364.51281	22.77755	81.32920	45.22813	81.73707	911.77522	-2180.11601	Chaetodontidae	Heniochus	acuminatus	37365011	1	AD	Passing			
20210826-1-FLASH	23	20210826_BOTTOM_1_0002_0001.mp4	71413	20210826_TOP_1_0003_0001.mp4	2144	39.85676	PCPREF15	0.95429	237.02195	6.59878	2.01061	1910.12857	15.94300	50.82558	36.73615	-336.95075	-402.18046	-1836.65626	Chaetodontidae	Heniochus	acuminatus	37365011	1	AD	Passing			
20210826-1-FLASH	25	20210826_BOTTOM_1_0003_0001.mp4	4392	20210826_TOP_1_0003_0001.mp4	7051	41.22118	PCPREF15	2.31871	87.99465	4.81990	6.91823	1596.07476	17.98867	52.02021	32.29199	-492.88967	4.91547	-1518.05476	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
20210826-1-FLASH	26	20210826_BOTTOM_1_0003_0001.mp4	4752	20210826_TOP_1_0003_0001.mp4	7411	41.32128	PCPREF15	2.41881	104.37272	4.35873	1.48668	1638.02667	2.16294	68.48313	52.96869	9.33554	61.11247	-1636.85964	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
20210826-1-FLASH	27	20210826_BOTTOM_1_0003_0001.mp4	4752	20210826_TOP_1_0003_0001.mp4	7411	41.32128	PCPREF15	2.41881	49.06464	1.41098	8.17975	1637.66270	7.00840	11.76531	75.34447	-75.21930	-185.12092	-1625.42653	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
20210826-1-FLASH	29	20210826_BOTTOM_1_0004_0001.mp4	1077	20210826_TOP_1_0004_0001.mp4	3736	60.29941	PCPREF8	0.01919	732.08458	9.60306	7.57312	3077.89702	17.68798	40.81611	66.40226	320.10643	878.67507	-2932.39016	Lutjanidae	Aphareus	rutilans	37346001	1	AD	Passing			
20210826-1-FLASH	30	20210826_BOTTOM_1_0004_0001.mp4	1966	20210826_TOP_1_0004_0001.mp4	4625	60.54660	PCPREF8	0.26638	281.30174	12.92594	0.76681	3291.66213	29.19195	40.90943	46.92078	586.49342	-1494.50495	-2873.59009	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing			
20210826-1-FLASH	31	20210826_BOTTOM_1_0004_0001.mp4	2335	20210826_TOP_1_0004_0001.mp4	4994	60.64920	PCPREF8	0.36898	392.92426	12.41458	12.18527	4185.17867	15.77845	5.88803	64.88224	-332.31625	1088.42576	-4027.48256	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	32	20210826_BOTTOM_1_0004_0001.mp4	5375	20210826_TOP_1_0004_0001.mp4	8034	61.49449	PCPREF8	1.21427	302.89841	26.61356	13.41096	4620.00586	26.42988	56.88155	68.26035	170.04666	2049.33241	-4137.12158	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210826-1-FLASH	35	20210826_BOTTOM_1_0004_0001.mp4	49045	20210826_TOP_1_0004_0001.mp4	51704	73.63717	PCFB24	0.48521	325.09093	6.61409	7.27279	2800.16617	17.56429	21.43690	79.03620	113.69675	-837.33860	-2669.61939	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
20210826-1-FLASH	36	20210826_BOTTOM_1_0004_0001.mp4	49045	20210826_TOP_1_0004_0001.mp4	51704	73.63717	PCFB24	0.48521	346.38782	12.88795	3.30531	2451.92701	28.00888	89.85293	20.93993	97.95646	-1147.27126	-2164.74462	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
20210826-1-FLASH	37	20210826_BOTTOM_1_0004_0001.mp4	49204	20210826_TOP_1_0004_0001.mp4	51863	73.68139	PCFB24	0.52942	339.74740	2.65215	3.12512	2078.30865	5.29915	43.76781	75.59496	191.86495	5.50797	-2069.42609	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing			
20210826-1-FLASH	40	20210826_BOTTOM_1_0004_0001.mp4	51077	20210826_TOP_1_0004_0001.mp4	53736	74.20218	PCFB24	1.05022	588.78729	26.53151	17.09138	4850.18705	25.50458	52.35744	64.89805	914.10869	1877.72739	-4377.54036	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20210826-1-FLASH	41	20210826_BOTTOM_1_0004_0001.mp4	51405	20210826_TOP_1_0004_0001.mp4	54064	74.29339	PCFB24	1.14142	451.93385	21.75209	13.00549	3648.68313	11.85142	76.30371	51.35904	540.97178	-518.52631	-3570.90585	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20210826-1-FLASH	42	20210826_BOTTOM_1_0004_0001.mp4	51658	20210826_TOP_1_0004_0001.mp4	54317	74.36373	PCFB24	1.21177	496.45180	11.61359	7.39186	3583.46136	22.81171	83.58344	80.13625	718.14589	-1189.32040	-3303.17708	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20210826-1-FLASH	43	20210826_BOTTOM_1_0005_0001.mp4	19394	20210826_TOP_1_0005_0001.mp4	22053	85.39253	PCFB43	1.52513	420.26268	10.19498	18.01803	3120.66908	21.73464	71.82668	79.79249	-165.09608	-1143.75629	-2898.81706	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	44	20210826_BOTTOM_1_0005_0001.mp4	19596	20210826_TOP_1_0005_0001.mp4	22255	85.44870	PCFB43	1.58130	373.26436	10.09316	9.72659	5774.53899	2.00990	51.40223	83.12653	177.11047	-98.22691	-5770.98638	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	47	20210826_BOTTOM_1_0006_0001.mp4	24448	20210826_TOP_1_0006_0001.mp4	27107	106.79780	PCFB17	0.23690	362.83804	17.12166	9.21947	3471.94852	23.14994	77.84673	62.83216	-289.59890	-1333.88213	-3192.38429	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	48	20210826_BOTTOM_1_0006_0001.mp4	68096	20210826_TOP_1_0006_0001.mp4	70755	118.93437	PCFB38	0.00000	397.75132	5.85682	6.01076	3078.07582	4.66518	68.52339	78.57463	76.66651	-238.32035	-3067.87816	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	50	20210826_BOTTOM_1_0006_0001.mp4	71851	20210826_TOP_1_0007_0001.mp4	2582	119.97847	PCFB38	1.04410	403.03557	3.54165	3.24400	3375.03288	1.63854	48.24008	85.71923	20.15162	-94.37845	-3373.65285	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20210826-1-FLASH	51	20210826_BOTTOM_1_0007_0001.mp4	42649	20210826_TOP_1_0007_0001.mp4	45308	131.85867	PCFB7	2.02897	50.61074	3.68418	7.35604	1667.77837	25.64427	40.14773	47.45212	-477.88870	540.92161	-1503.49955	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
20210826-1-FLASH	54	20210826_BOTTOM_1_0007_0001.mp4	69301	20210826_TOP_1_0008_0001.mp4	31	139.26941	PCFB22	0.26026	303.97239	7.97538	3.12968	4310.91897	8.78394	23.37250	77.61117	372.91790	-542.50517	-4260.35711	Pomacanthidae	Pomacanthus	imperator	37365014	1	AD	Passing			
20210826-1-FLASH	55	20210826_BOTTOM_1_0007_0001.mp4	69704	20210826_TOP_1_0008_0001.mp4	434	139.38146	PCFB22	0.37232	361.69524	9.32660	3.42318	3280.87011	17.77275	78.49973	73.58303	726.50287	-689.28733	-3124.28956	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing			
20210826-1-FLASH	56	20210826_BOTTOM_1_0007_0001.mp4	70297	20210826_TOP_1_0008_0001.mp4	1027	139.54635	PCFB22	0.53720	282.20011	16.35117	1.86784	5922.34925	11.55215	7.75446	38.21139	90.85056	1182.52316	-5802.37932	Pomacanthidae	Pomacanthus	semicirculatus	37365080	1	AD	Passing			
