OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20220519-1-NAKED	4	20220519_BOTTOM_1_0005_0001.mp4	33129	20220519_TOP_1_0005_0001.mp4	30593	89.21162	224	0.38372	323.20185	11.33236	9.47227	2969.72356	4.29589	82.05076	63.02196	-205.06758	-86.21410	-2961.38015	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	5	20220519_BOTTOM_1_0005_0001.mp4	33147	20220519_TOP_1_0005_0001.mp4	30611	89.21663	224	0.38872	333.34465	6.13201	12.46998	2412.40478	7.11318	44.12945	60.02604	-86.24426	286.00705	-2393.83765	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	6	20220519_BOTTOM_1_0005_0001.mp4	33196	20220519_TOP_1_0005_0001.mp4	30660	89.23025	224	0.40235	343.48620	10.35244	13.08545	2758.80946	28.58291	78.56659	67.00738	-88.48305	1316.92806	-2422.58145	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	7	20220519_BOTTOM_1_0005_0001.mp4	33202	20220519_TOP_1_0005_0001.mp4	30666	89.23192	224	0.40401	290.64323	26.46162	15.36398	4026.24006	24.15311	87.82447	52.59429	-651.80975	1513.01410	-3673.76393	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	9	20220519_BOTTOM_1_0005_0001.mp4	33211	20220519_TOP_1_0005_0001.mp4	30675	89.23442	224	0.40652	333.62375	21.67093	18.15776	3765.25840	22.44604	84.89960	56.83682	191.94402	-1424.75403	-3480.00061	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	10	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	302.52721	7.88337	11.28014	2605.94213	20.57998	74.34292	72.16024	-34.16683	915.38896	-2439.63728	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	11	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	340.65684	6.84790	16.52277	2655.27298	10.20472	74.31140	72.03010	-56.08105	467.06904	-2613.26922	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	12	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	309.77195	6.49679	14.20799	2875.98227	16.14331	19.15273	84.82299	-156.22757	784.23057	-2762.58021	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	13	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	320.73373	7.75584	15.74381	3117.47530	17.50662	74.73035	88.44608	-346.63062	871.37264	-2973.08075	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	14	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	301.61141	7.94569	10.42230	2977.30707	17.31864	53.16991	75.73519	-427.47931	776.39596	-2842.32794	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	15	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	320.37360	10.07681	11.75003	2960.64086	23.16856	79.23476	73.28578	-471.12213	1065.30121	-2721.86913	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	16	20220519_BOTTOM_1_0005_0001.mp4	33217	20220519_TOP_1_0005_0001.mp4	30681	89.23609	224	0.40819	352.16262	4.05318	16.21654	2758.60022	5.20104	85.00991	80.94383	-248.91441	-23.99985	-2747.24240	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	29	20220519_BOTTOM_1_0005_0001.mp4	33228	20220519_TOP_1_0005_0001.mp4	30692	89.23915	224	0.41124	355.80046	15.66479	5.11058	3060.38639	27.32759	80.98027	45.61350	412.91314	1342.90714	-2718.83578	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	32	20220519_BOTTOM_1_0005_0001.mp4	33245	20220519_TOP_1_0005_0001.mp4	30709	89.24388	224	0.41597	286.86822	13.40062	9.86396	3057.88119	17.61067	87.79038	60.96836	-193.02988	904.79240	-2914.57159	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	33	20220519_BOTTOM_1_0005_0001.mp4	33248	20220519_TOP_1_0005_0001.mp4	30712	89.24471	224	0.41681	340.63848	12.92806	6.32628	3116.46624	26.90420	89.21871	68.17807	-144.37475	-1402.79137	-2779.15349	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
20220519-1-NAKED	34	20220519_BOTTOM_1_0005_0001.mp4	33253	20220519_TOP_1_0005_0001.mp4	30717	89.24610	224	0.41820	305.18819	15.73173	12.84404	3082.58771	20.10218	89.16923	53.24653	-204.46299	1039.55487	-2894.80009	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing			
